HomeCornersAvg,AwayCornersAvg,HomeYellowAvg,AwayYellowAvg,CornersOver9_5,CardsOver4_5
32,5.59,4.59,85,1,1
24,4.52,4.08,70,0,0
24,4.5,6.17,63,0,0
24,4.43,6.83,48,0,0
21,5.04,3.95,83,0,1
27,5.44,4.67,76,1,1
23,4.03,2.57,74,0,0
25,4.08,4.12,79,0,1
21,4.88,3.95,71,0,0
21,4.31,4.29,77,0,1
25,4.48,4.4,74,0,0
27,4.65,5.33,62,1,0
28,4.83,4.18,86,1,1
27,4.71,5.81,80,1,1
29,5.92,5.52,71,1,0
24,5.78,4.63,85,0,1
29,3.79,5.52,86,1,1
24,3.42,3.46,71,0,0
29,3.71,5.52,88,1,1
25,5.44,5.32,62,0,0
28,4.07,5.04,48,1,0
25,4.75,5.04,82,0,1
22,4.91,3.68,68,0,0
27,4.09,4.48,54,0,0
27,3.56,2.7,63,0,0
35,5.18,5.2,82,1,1
27,4.96,4.48,67,1,0
26,4.09,4.46,73,0,0
23,4.0,3.65,63,0,0
24,4.52,5.0,60,0,0
24,4.09,4.67,48,0,0
27,5.48,5.07,70,1,0
34,4.31,4.38,77,1,1
24,4.88,6.0,71,0,0
23,5.74,3.7,81,0,1
35,4.58,4.63,67,1,0
34,4.92,4.68,67,1,0
24,5.08,2.5,71,0,0
28,7.54,5.0,88,1,1
24,4.32,5.96,84,0,1
32,3.1,4.72,71,1,0
22,5.07,3.14,81,0,1
35,4.64,7.43,79,1,1
25,5.48,4.96,68,0,0
25,7.29,5.92,75,1,1
29,3.79,5.59,46,1,0
24,3.89,4.38,81,0,1
28,4.93,4.57,68,1,0
24,4.64,4.67,79,0,1
27,6.3,3.63,82,1,1
22,4.42,5.5,76,0,1
27,3.73,2.7,65,0,0
21,5.13,5.19,83,0,1
26,3.79,5.42,71,0,0
34,4.96,3.15,81,1,1
24,5.82,2.5,76,0,0
28,4.3,5.18,78,1,1
28,3.46,5.25,71,1,0
24,4.55,5.33,70,0,0
34,4.54,4.38,65,1,0
24,5.14,4.38,77,0,1
27,4.43,4.52,68,1,0
28,5.0,5.18,75,1,1
28,4.3,4.79,65,1,0
24,4.47,3.46,68,0,0
27,5.36,6.22,64,1,0
24,5.74,6.83,83,0,1
26,5.83,4.88,71,1,0
27,4.96,5.48,81,1,1
24,5.26,5.33,82,0,1
24,3.52,6.42,67,0,0
24,4.65,6.21,62,0,0
25,5.91,4.12,79,0,1
28,4.92,4.64,69,1,0
35,5.96,4.57,74,1,0
27,3.44,4.7,88,0,1
24,5.39,4.79,82,0,1
27,4.04,4.33,64,0,0
26,3.03,4.23,68,0,0
25,4.09,4.84,59,0,0
27,4.89,5.07,75,1,1
26,5.26,4.46,63,0,0
24,4.52,3.79,62,0,0
24,4.91,5.88,68,0,0
24,5.4,4.58,92,0,1
24,5.17,6.29,61,0,0
26,4.08,4.69,79,0,1
24,4.58,4.29,67,0,0
24,4.04,4.96,79,0,1
29,4.78,4.24,85,1,1
22,3.54,5.09,42,0,0
35,4.56,5.09,59,1,0
27,5.49,5.19,74,1,1
23,5.45,2.57,79,0,1
27,4.3,5.41,65,1,0
27,5.08,2.96,71,1,0
28,5.09,4.57,74,1,0
21,4.08,4.29,79,0,1
21,5.11,4.71,59,0,0
27,3.67,4.48,81,0,1
27,4.82,5.59,79,1,1
35,4.03,5.03,74,1,1
28,4.18,4.86,68,1,0
24,3.62,3.79,54,0,0
34,4.83,4.38,67,1,0
32,3.78,4.72,67,1,0
24,5.36,4.54,80,0,1
24,4.96,4.79,81,0,1
24,4.57,5.96,75,0,1
28,3.78,5.04,65,1,0
25,4.42,7.12,76,0,1
25,3.44,4.96,88,0,1
25,4.46,4.44,71,0,0
34,5.78,4.91,85,1,1
26,4.63,4.23,79,0,1
34,5.48,5.29,71,1,0
26,4.2,4.46,76,0,1
27,7.48,5.19,84,1,1
26,5.08,4.46,88,0,1
27,5.17,5.85,61,1,0
24,5.38,5.63,71,0,0
24,5.11,4.67,59,0,0
34,5.07,5.06,79,1,1
27,4.29,5.11,63,1,0
34,4.67,5.21,71,1,0
27,6.44,4.89,93,1,1
27,5.5,4.78,75,1,1
28,4.86,5.43,71,1,0
28,4.16,3.71,76,1,1
27,5.91,6.78,79,1,1
21,4.17,4.43,63,0,0
24,5.48,4.38,59,0,0
35,5.7,5.03,61,1,0
25,4.29,5.0,63,0,0
34,4.92,4.79,83,1,1
22,3.56,3.68,63,0,0
25,3.79,5.0,75,0,1
34,4.08,5.29,67,1,0
27,4.78,5.85,70,1,0
27,4.58,4.44,67,1,0
33,3.58,5.94,79,1,1
27,5.91,4.07,79,1,1
27,4.5,5.63,63,1,0
24,5.48,5.71,52,0,0
24,6.86,4.58,89,0,1
34,3.83,4.41,83,1,1
35,3.1,5.0,71,1,0
28,3.46,5.18,58,1,0
22,5.44,5.09,76,0,1
27,4.76,4.67,70,1,0
28,5.74,4.64,81,1,1
23,6.44,5.87,84,0,1
33,4.92,5.94,69,1,0
33,6.17,5.94,71,1,0
33,3.78,4.15,67,1,0
23,5.36,3.7,64,0,0
28,4.41,5.25,74,1,1
25,6.3,4.4,82,1,1
24,3.79,5.71,86,0,1
22,5.83,3.68,71,0,0
25,4.08,3.68,67,0,0
29,4.86,5.52,71,1,0
35,4.71,4.54,83,1,1
27,5.0,5.07,77,1,1
32,3.77,4.59,89,1,1
35,6.0,4.54,79,1,1
24,4.27,3.79,65,0,0
35,5.44,4.6,76,1,1
27,5.48,5.07,68,1,0
24,3.17,4.25,67,0,0
24,4.63,5.08,74,0,1
24,4.83,4.08,80,0,1
21,4.27,5.19,67,0,0
29,5.45,4.24,67,1,0
28,5.37,3.71,81,1,1
26,4.25,4.73,71,0,0
28,4.52,5.93,81,1,1
24,4.91,5.33,77,0,1
27,4.54,5.48,65,1,0
34,5.56,4.24,78,1,1
24,4.16,4.29,76,0,1
24,4.25,4.63,71,0,0
24,4.48,4.88,74,0,1
24,4.04,5.04,59,0,0
25,5.0,3.68,74,0,0
35,5.36,4.54,64,1,0
27,5.18,4.0,61,1,0
22,4.36,5.09,80,0,1
35,4.96,4.54,81,1,1
27,3.93,4.33,59,0,0
24,4.38,6.42,71,0,0
24,3.23,5.17,54,0,0
27,3.77,6.22,59,0,0
27,4.72,2.96,68,1,0
32,4.96,4.72,75,1,1
22,4.66,4.09,83,0,1
29,5.71,5.59,79,1,1
28,3.79,4.21,71,1,0
27,4.65,4.48,62,1,0
24,5.0,6.04,74,0,1
27,5.75,4.33,86,1,1
24,5.36,4.79,80,0,1
24,3.89,4.79,59,0,0
26,3.17,3.88,69,0,0
24,4.33,4.25,67,0,0
28,4.64,5.93,82,1,1
24,3.67,3.79,54,0,0
28,5.21,5.25,63,1,0
29,3.78,5.86,74,1,1
34,4.41,4.41,78,1,1
24,4.18,4.29,68,0,0
28,3.03,5.57,68,0,0
27,5.86,5.26,52,1,0
24,3.79,5.33,50,0,0
33,5.78,5.94,85,1,1
26,6.4,4.73,84,1,1
29,3.03,5.52,68,1,0
33,4.08,5.94,79,1,1
27,3.79,5.11,86,0,1
24,5.59,4.75,93,0,1
24,4.67,6.42,71,0,0
26,5.78,4.88,85,1,1
24,5.82,5.88,76,0,1
27,4.64,5.85,82,1,1
28,4.17,5.07,63,1,0
24,4.92,4.63,69,0,0
25,3.46,3.76,71,0,0
26,5.07,4.38,79,0,1
35,5.74,6.63,83,1,1
24,5.74,2.96,78,0,1
34,7.54,5.29,88,1,1
23,4.81,5.17,74,0,1
27,5.18,5.33,82,1,1
24,6.37,5.63,74,0,1
33,3.46,5.76,58,1,0
28,5.45,5.57,67,1,0
27,5.18,4.48,61,1,0
23,4.16,3.48,76,0,1
33,4.36,3.85,84,1,1
26,3.83,6.58,83,0,1
26,5.36,4.23,80,1,1
21,5.24,4.71,64,0,0
21,4.3,5.57,76,0,1
24,6.86,4.92,89,0,1
23,4.91,5.87,77,0,1
25,4.76,4.96,70,0,0
24,3.1,4.13,71,0,0
26,4.86,6.58,71,0,0
23,4.52,4.52,62,0,0
28,4.72,5.68,68,1,0
27,4.76,4.89,68,1,0
35,3.23,5.0,54,1,0
24,3.42,5.96,71,0,0
21,4.93,3.95,78,0,1
25,3.58,4.84,79,0,1
34,4.83,3.15,67,1,0
27,5.07,5.48,79,1,1
26,5.4,4.73,77,1,1
25,4.92,4.4,69,0,0
27,4.36,5.93,64,1,0
23,5.39,4.09,82,0,1
24,5.15,5.71,70,0,0
33,4.43,3.85,68,1,0
22,3.46,3.14,58,0,0
21,4.34,3.95,83,0,1
35,4.93,5.2,68,1,0
23,5.78,3.7,85,0,1
34,4.27,5.82,58,1,0
24,4.04,4.29,63,0,0
25,5.21,4.08,83,0,1
24,4.58,4.67,63,0,0
35,3.79,5.0,86,1,1
34,3.46,4.38,61,1,0
28,4.18,5.68,68,1,0
24,4.54,5.0,65,0,0
34,5.69,4.29,97,1,1
24,5.13,5.13,79,0,1
28,4.58,4.57,67,1,0
25,5.82,4.08,76,0,1
24,6.0,4.79,79,0,1
24,4.27,5.33,62,0,0
24,5.39,5.83,82,0,1
35,4.88,5.0,68,1,0
35,5.13,6.29,83,1,1
34,7.48,4.29,84,1,1
24,5.36,3.92,64,0,0
33,4.82,5.76,64,1,0
28,3.88,4.93,71,1,0
24,4.27,5.33,58,0,0
21,5.41,3.67,81,0,1
24,4.16,3.63,76,0,1
24,4.4,5.96,88,0,1
34,3.62,4.29,43,1,0
28,3.77,4.71,89,1,1
24,3.83,4.67,83,0,1
24,4.52,4.54,70,0,0
34,5.5,5.21,75,1,1
27,5.71,4.59,79,1,1
35,5.07,3.86,79,1,1
24,4.45,3.25,77,0,1
33,4.07,5.76,48,1,0
21,3.89,4.43,81,0,1
25,4.04,4.12,79,0,1
27,4.08,4.52,79,0,1
27,5.19,4.7,67,1,0
28,4.93,6.29,78,1,1
28,5.27,5.36,77,1,1
22,5.45,4.32,79,0,1
21,5.09,4.71,76,0,1
35,5.96,5.03,74,1,1
25,4.66,5.32,80,0,1
21,4.0,5.57,70,0,0
24,4.63,5.88,67,0,0
27,4.88,5.63,71,1,0
22,4.78,6.0,70,0,0
35,3.43,5.4,61,1,0
27,5.78,4.67,85,1,1
21,5.49,5.57,74,0,1
27,6.21,5.63,85,1,1
24,5.44,4.96,62,0,0
28,5.72,4.96,88,1,1
21,4.85,4.29,56,0,0
26,3.73,6.58,65,0,0
25,5.13,5.92,79,0,1
23,5.26,6.3,82,0,1
24,4.81,5.21,85,0,1
27,3.93,5.85,63,0,0
24,4.88,4.0,71,0,0
35,6.94,6.26,94,1,1
28,4.63,4.43,79,1,1
24,5.63,4.67,58,0,0
25,3.62,4.4,43,0,0
35,4.64,6.63,91,1,1
35,5.74,4.6,81,1,1
25,4.92,3.76,67,0,0
25,4.08,5.32,79,0,1
27,4.86,4.89,71,1,0
24,4.58,4.5,63,0,0
28,5.08,3.89,92,1,1
21,3.79,4.43,50,0,0
27,3.89,5.63,81,0,1
27,5.48,3.81,59,1,0
28,3.56,5.57,63,1,0
28,4.75,5.43,82,1,1
33,5.13,3.85,74,1,0
22,4.57,5.5,83,0,1
35,3.62,7.43,43,1,0
35,5.96,4.86,83,1,1
28,5.15,5.93,70,1,0
33,3.56,4.21,63,1,0
24,3.03,4.29,68,0,0
35,5.48,4.51,68,1,0
26,5.44,3.92,62,1,0
26,5.74,4.77,78,1,1
34,4.27,4.68,65,1,0
27,4.89,3.63,75,1,0
24,4.88,4.67,68,0,0
35,4.4,4.86,71,1,0
35,5.69,5.26,97,1,1
25,3.79,3.44,67,0,0
24,4.25,4.29,71,0,0
29,3.71,4.79,54,1,0
26,5.08,3.88,88,0,1
35,4.33,5.51,67,1,0
27,5.96,4.48,74,1,0
25,5.09,4.4,76,0,1
35,5.08,4.57,88,1,1
22,5.86,5.09,52,0,0
24,4.79,5.88,68,0,0
24,5.08,4.0,71,0,0
28,5.91,5.36,79,1,1
23,5.37,3.65,81,0,1
28,5.0,5.29,75,1,1
24,4.63,5.83,79,0,1
34,4.08,6.18,58,1,0
27,4.58,4.52,67,1,0
24,4.04,4.13,63,0,0
28,5.44,4.71,84,1,1
27,5.59,3.81,93,1,1
27,5.08,5.96,92,1,1
21,5.18,3.67,61,0,0
27,4.43,5.93,75,1,1
28,4.07,4.93,54,1,0
28,5.48,4.07,71,1,0
22,5.46,4.09,71,0,0
28,4.82,4.07,86,1,1
27,3.79,4.07,50,0,0
35,4.83,3.09,80,1,1
28,3.17,4.57,67,0,0
34,3.78,4.79,65,1,0
28,3.1,4.54,71,0,0
24,5.77,4.79,64,0,0
24,5.18,3.67,61,0,0
28,5.69,3.54,97,1,1
25,4.3,7.0,76,0,1
24,3.17,2.5,69,0,0
28,6.3,5.68,82,1,1
24,3.83,2.96,88,0,1
28,4.96,4.18,67,1,0
24,3.58,4.5,79,0,1
21,5.36,3.67,56,0,0
24,4.06,5.88,79,0,1
34,5.08,3.15,88,1,1
27,5.17,5.48,86,1,1
27,4.96,5.81,67,1,0
27,4.09,5.93,54,0,0
29,5.27,6.07,77,1,1
22,4.3,3.68,78,0,1
27,3.42,4.52,71,0,0
24,5.21,3.46,73,0,0
25,4.52,4.4,81,0,1
28,4.31,5.43,80,1,1
22,4.91,5.09,45,0,0
25,4.3,4.44,76,0,1
27,4.08,4.67,79,0,1
23,4.82,4.52,86,0,1
24,3.17,5.83,69,0,0
28,6.86,3.71,89,1,1
26,4.04,6.58,79,0,1
26,7.0,4.38,75,1,1
28,4.93,5.25,74,1,1
34,5.26,4.26,74,1,0
27,4.82,5.41,79,1,1
24,4.92,4.5,69,0,0
25,5.48,5.68,59,0,0
34,5.36,4.79,64,1,0
23,5.13,5.87,83,0,1
27,4.17,6.22,63,0,0
26,3.78,4.12,74,0,0
34,4.78,5.26,85,1,1
23,5.74,4.52,81,0,1
27,4.96,3.56,75,1,0
27,4.33,2.96,50,1,0
23,4.92,5.13,83,0,1
22,4.33,7.05,50,0,0
28,7.0,6.11,75,1,1
26,4.67,4.58,67,0,0
28,6.34,4.21,83,1,1
27,5.74,4.48,83,1,1
24,6.67,2.96,88,0,1
24,5.46,4.92,86,0,1
24,6.4,5.63,84,0,1
34,4.92,5.29,69,1,0
26,4.89,3.88,75,0,1
33,3.79,5.06,75,1,1
27,5.18,4.7,82,1,1
21,4.39,5.76,75,0,1
27,3.78,4.44,67,0,0
27,5.46,4.7,86,1,1
33,4.67,5.33,71,1,0
23,4.3,5.13,76,0,1
24,4.42,4.5,71,0,0
21,5.26,5.57,63,0,0
29,5.44,5.52,62,1,0
22,4.5,3.14,63,0,0
24,4.57,3.67,75,0,1
24,4.64,4.79,82,0,1
22,4.31,4.41,80,0,1
27,4.34,5.07,74,1,1
33,4.71,5.97,83,1,1
27,4.47,3.63,68,1,0
28,5.4,4.43,77,1,1
24,5.36,4.79,56,0,0
33,4.76,5.33,68,1,0
24,4.36,5.96,64,0,0
24,4.27,5.13,65,0,0
24,4.83,4.79,86,0,1
28,5.72,5.68,88,1,1
29,3.48,4.48,78,1,1
24,3.52,4.79,67,0,0
34,5.13,5.29,74,1,1
25,3.42,4.4,63,0,0
27,3.42,5.41,63,0,0
24,4.43,4.25,68,0,0
27,3.52,4.3,67,0,0
33,4.92,5.94,69,1,0
22,5.49,3.68,74,0,0
21,3.89,3.95,81,0,1
33,3.61,4.15,78,1,1
27,3.56,4.89,63,0,0
24,6.52,5.88,65,0,0
24,4.66,4.67,83,0,1
34,4.0,4.88,58,1,0
27,4.55,5.19,67,1,0
35,5.14,3.71,86,1,1
24,6.25,4.13,71,0,0
24,4.52,6.21,81,0,1
27,4.79,4.48,88,1,1
28,3.61,5.43,78,1,1
24,5.67,4.54,63,0,0
25,3.85,4.4,65,0,0
28,3.62,5.93,54,1,0
28,5.08,4.61,92,1,1
35,4.08,7.43,79,1,1
24,4.57,4.29,83,0,1
24,4.63,4.13,74,0,0
24,4.8,5.96,96,0,1
32,4.91,5.03,45,1,0
24,5.91,4.88,79,0,1
27,4.67,6.78,67,1,0
25,4.03,5.32,74,0,1
24,5.61,4.92,86,0,1
27,4.46,4.52,71,1,0
21,3.79,3.67,46,0,0
23,4.83,3.7,86,0,1
29,6.37,5.86,74,1,1
21,4.2,3.95,76,0,1
25,4.04,5.0,59,0,0
25,5.15,5.68,70,0,0
28,3.54,5.18,42,1,0
27,5.96,5.96,74,1,1
24,5.0,3.46,56,0,0
27,5.48,4.33,68,1,0
27,5.48,5.63,52,1,0
22,3.93,6.0,57,0,0
27,6.19,4.59,76,1,1
35,5.86,5.46,52,1,0
27,7.54,4.48,88,1,1
24,5.86,4.08,52,0,0
33,4.96,5.97,75,1,1
34,4.41,5.06,74,1,1
28,5.0,5.18,74,1,1
23,4.66,4.52,80,0,1
35,5.07,4.86,81,1,1
25,4.58,4.96,67,0,0
28,5.07,5.5,79,1,1
27,4.27,5.85,67,0,0
24,4.82,5.0,79,0,1
21,5.91,3.67,79,0,1
35,4.63,5.26,74,1,1
22,4.64,5.5,79,0,1
25,5.21,4.2,73,0,0
35,6.21,5.03,85,1,1
27,4.18,4.07,68,0,0
34,3.93,4.24,63,1,0
22,4.27,3.14,65,0,0
34,5.44,4.88,62,1,0
35,5.45,4.86,67,1,0
24,4.27,6.04,62,0,0
24,4.66,4.5,80,0,1
24,4.78,5.88,85,0,1
24,3.93,5.88,63,0,0
24,5.74,4.75,78,0,1
24,5.56,5.21,78,0,1
33,5.4,4.15,92,1,1
25,5.08,3.68,65,0,0
24,6.44,2.5,93,0,1
26,5.48,4.73,70,1,0
24,4.93,4.29,74,0,0
27,4.83,4.59,80,1,1
34,4.4,4.88,71,1,0
35,4.93,7.43,70,1,0
33,4.66,5.33,80,1,1
28,3.62,3.96,67,1,0
24,6.52,3.46,65,0,0
23,4.67,4.09,67,0,0
25,5.17,5.92,86,0,1
21,3.93,4.52,63,0,0
24,3.89,5.33,59,0,0
24,4.52,4.88,62,0,0
24,5.11,4.5,59,0,0
33,5.67,5.33,86,1,1
33,6.11,4.15,68,1,0
28,5.13,5.57,79,1,1
24,4.46,2.96,71,0,0
24,4.41,5.96,59,0,0
24,5.68,4.25,86,0,1
28,3.89,5.04,59,1,0
24,3.62,4.42,43,0,0
23,4.41,3.74,78,0,1
28,4.86,5.04,71,1,0
28,4.14,4.43,52,1,0
22,6.3,6.0,82,0,1
26,5.68,4.96,86,1,1
25,4.08,2.92,79,0,1
25,3.73,4.08,65,0,0
25,4.04,4.16,64,0,0
27,4.52,5.07,81,1,1
28,5.96,4.71,83,1,1
24,3.42,6.42,63,0,0
27,4.67,5.81,71,1,0
24,6.21,5.88,85,0,1
22,5.94,5.09,71,0,0
22,5.44,7.05,94,0,1
29,6.79,4.48,93,1,1
24,5.67,4.54,63,0,0
34,5.69,5.82,86,1,1
24,4.92,4.79,67,0,0
21,4.85,5.76,56,0,0
24,6.52,5.88,74,0,1
27,4.71,4.3,63,1,0
23,5.68,3.7,86,0,1
27,3.43,4.44,61,0,0
21,6.25,4.71,71,0,0
28,5.96,5.57,74,1,1
34,4.64,5.82,79,1,1
26,4.27,3.88,65,0,0
24,4.56,4.38,82,0,1
24,5.59,6.29,93,0,1
23,4.2,3.65,76,0,1
22,6.67,5.09,88,0,1
35,5.12,5.46,76,1,1
35,3.93,4.66,63,1,0
26,3.42,5.27,71,0,0
27,4.31,5.96,77,1,1
33,5.07,4.36,79,1,1
24,5.44,4.79,62,0,0
35,4.57,5.0,83,1,1
23,5.71,5.13,79,0,1
29,5.42,5.59,88,1,1
28,4.36,5.93,80,1,1
27,4.89,4.04,75,1,1
23,4.08,3.65,58,0,0
26,5.33,6.58,79,1,1
27,4.52,5.26,81,1,1
25,3.89,4.68,81,0,1
26,4.54,4.69,68,0,0
24,3.1,4.33,71,0,0
28,5.36,3.71,75,1,1
22,3.79,5.09,67,0,0
24,4.2,4.0,76,0,1
27,3.56,4.33,63,0,0
21,3.62,3.67,54,0,0
25,4.86,4.08,71,0,0
35,4.88,3.09,71,1,0
22,4.96,4.5,67,0,0
35,5.09,4.57,74,1,0
25,5.48,4.68,52,0,0
27,5.19,4.3,67,1,0
24,4.92,4.96,69,0,0
24,5.0,5.46,80,0,1
24,4.83,4.38,80,0,1
27,5.26,4.67,82,1,1
24,3.42,4.88,71,0,0
25,3.79,4.16,86,0,1
27,4.96,3.89,75,1,1
33,5.4,5.33,92,1,1
21,4.72,4.52,68,0,0
27,4.61,3.81,65,1,0
25,5.15,5.0,71,0,0
27,5.63,5.59,58,1,0
21,4.71,4.29,83,0,1
24,4.67,4.5,89,0,1
24,4.48,5.63,74,0,1
24,3.7,4.29,70,0,0
23,4.5,6.3,67,0,0
26,5.11,4.73,59,0,0
24,4.76,2.96,68,0,0
25,6.21,4.96,85,0,1
27,4.52,4.48,70,1,0
23,4.4,3.65,88,0,1
24,6.52,5.17,65,0,0
28,5.26,3.96,74,1,0
35,6.19,3.09,71,1,0
28,6.73,4.57,81,1,1
21,4.09,3.95,54,0,0
22,4.04,5.09,64,0,0
23,5.35,3.65,76,0,1
24,4.58,4.25,67,0,0
24,6.3,3.79,82,0,1
27,3.23,5.85,54,0,0
23,4.54,4.09,54,0,0
28,4.96,5.5,75,1,1
25,3.92,4.84,67,0,0
29,3.85,3.24,65,1,0
27,5.26,5.11,74,1,1
28,3.79,5.5,75,1,1
24,6.0,6.17,79,0,1
27,5.78,4.52,85,1,1
28,3.79,6.29,46,1,0
28,4.93,4.57,78,1,1
24,4.29,6.04,63,0,0
28,4.42,4.93,76,1,1
24,4.39,5.96,75,0,1
22,6.52,4.09,65,0,0
27,4.54,6.26,65,1,0
23,4.42,6.3,58,0,0
24,5.26,2.92,82,0,1
28,5.96,4.57,83,1,1
28,6.44,4.57,93,1,1
34,5.0,4.79,80,1,1
27,3.48,5.07,78,0,1
24,4.82,4.33,64,0,0
24,3.78,4.88,74,0,1
26,5.26,4.77,82,0,1
26,5.18,6.85,61,0,0
27,3.1,5.41,71,0,0
25,4.78,3.76,85,0,1
27,4.38,5.96,71,1,0
27,4.83,5.96,80,1,1
24,4.5,6.08,63,0,0
25,4.2,6.8,76,0,1
21,4.21,4.52,61,0,0
27,3.93,4.04,57,0,0
26,4.08,4.58,58,0,0
28,7.32,3.96,88,1,1
33,6.0,5.12,79,1,1
34,3.56,4.76,59,1,0
35,4.92,4.86,83,1,1
35,6.0,4.86,79,1,1
26,3.78,4.88,74,0,1
25,5.48,7.0,52,0,0
27,6.3,4.04,82,1,1
24,4.3,7.63,78,0,1
35,4.4,6.26,88,1,1
24,4.42,4.38,76,0,1
34,6.52,4.41,65,1,0
27,3.73,3.89,65,0,0
28,5.71,4.71,79,1,1
33,5.13,4.15,79,1,1
35,5.67,5.26,63,1,0
26,4.97,4.46,77,0,1
27,5.68,4.41,86,1,1
25,5.75,5.72,86,0,1
24,3.79,4.13,46,0,0
27,5.68,4.44,86,1,1
28,5.44,4.93,94,1,1
23,5.74,2.57,83,0,1
23,6.52,4.52,65,0,0
34,4.82,4.76,86,1,1
27,5.26,4.7,63,1,0
27,4.06,5.33,79,0,1
25,4.27,4.4,58,0,0
22,3.42,5.5,63,0,0
35,4.97,4.86,77,1,1
34,4.83,5.82,86,1,1
35,5.17,5.63,86,1,1
27,5.26,5.48,63,1,0
34,6.4,6.18,84,1,1
27,4.16,5.33,76,0,1
28,4.67,4.93,64,1,0
21,6.19,4.71,71,0,0
27,6.0,5.19,75,1,1
28,4.79,5.18,88,1,1
28,4.42,5.36,71,1,0
29,4.66,3.24,80,1,1
28,4.42,3.54,83,1,1
24,3.62,5.08,43,0,0
35,3.23,5.49,54,1,0
24,5.12,6.42,76,0,1
34,4.88,4.26,71,1,0
28,4.09,5.71,48,1,0
25,4.76,4.4,68,0,0
24,5.21,4.13,73,0,0
22,5.36,7.05,56,0,0
24,4.67,3.67,89,0,1
27,4.04,3.81,59,0,0
26,4.69,4.73,77,0,1
24,4.79,4.33,68,0,0
34,4.67,5.06,86,1,1
28,4.76,5.71,68,1,0
25,4.46,4.12,71,0,0
24,4.41,4.67,78,0,1
23,4.83,5.7,80,0,1
33,5.0,5.06,75,1,1
23,4.43,4.09,75,0,1
33,4.91,5.33,77,1,1
35,5.92,4.86,77,1,1
24,5.67,2.96,86,0,1
26,6.94,4.54,94,1,1
28,4.33,5.25,71,1,0
24,3.73,5.42,65,0,0
35,5.08,4.83,92,1,1
24,6.67,3.46,88,0,1
23,6.44,3.65,93,0,1
24,4.55,4.67,67,0,0
24,5.75,2.5,86,0,1
22,5.0,4.5,56,0,0
33,4.42,4.15,71,1,0
33,5.17,5.18,86,1,1
24,3.79,4.67,86,0,1
35,4.85,4.54,56,1,0
34,3.46,3.15,61,1,0
27,4.2,5.63,76,0,1
27,4.43,2.96,68,1,0
25,4.5,4.12,67,0,0
28,5.74,4.57,78,1,1
24,4.52,3.67,81,0,1
28,5.59,3.71,93,1,1
27,5.0,4.48,77,1,1
24,5.21,5.13,73,0,0
28,4.63,5.04,67,1,0
25,4.86,3.76,71,0,0
33,5.29,4.45,67,1,0
24,4.43,4.29,48,0,0
28,4.56,4.57,82,1,1
24,5.42,4.33,88,0,1
26,5.08,4.77,71,0,0
33,4.48,5.76,74,1,1
35,7.29,4.83,75,1,1
25,5.36,3.68,80,0,1
35,5.21,5.4,73,1,0
35,5.12,5.63,76,1,1
26,5.0,4.46,73,0,0
28,3.77,4.54,59,1,0
34,5.33,6.18,79,1,1
24,3.46,4.13,61,0,0
24,4.93,4.88,68,0,0
33,4.0,5.18,70,1,0
33,6.0,5.27,79,1,1
28,4.07,3.71,54,1,0
33,4.41,4.36,78,1,1
27,6.4,5.19,84,1,1
27,5.59,4.67,93,1,1
22,5.36,4.64,80,0,1
23,4.6,5.87,66,0,0
28,6.17,4.96,71,1,0
24,6.19,5.42,76,0,1
28,3.83,3.71,83,1,1
33,3.3,4.79,78,1,1
23,4.17,3.87,63,0,0
35,4.69,5.46,77,1,1
26,5.48,4.58,71,1,0
21,3.62,3.86,43,0,0
27,5.71,5.11,79,1,1
23,4.76,4.52,68,0,0
25,5.69,3.68,86,0,1
22,5.26,5.09,63,0,0
28,4.5,5.36,63,1,0
27,4.66,4.41,80,1,1
35,5.61,5.03,86,1,1
28,5.74,5.04,81,1,1
26,4.85,4.96,65,0,0
24,4.76,4.63,70,0,0
35,4.34,3.09,74,1,0
22,4.04,4.32,59,0,0
21,4.36,4.71,80,0,1
27,7.0,5.33,75,1,1
23,5.39,4.52,82,0,1
34,3.78,5.82,67,1,0
33,4.31,4.36,77,1,1
27,5.67,3.56,63,1,0
34,4.83,5.82,67,1,0
28,4.43,4.07,48,1,0
33,6.44,4.36,84,1,1
24,4.43,6.0,75,0,1
24,5.56,4.88,78,0,1
26,5.09,4.46,76,0,1
24,4.08,5.46,79,0,1
32,5.74,4.72,83,1,1
22,3.89,4.32,81,0,1
34,5.5,4.29,75,1,1
26,5.38,3.88,71,1,0
24,4.54,6.04,65,0,0
24,5.43,4.25,76,0,1
27,4.58,5.07,63,1,0
35,3.79,3.71,71,1,0
24,4.45,5.63,77,0,1
27,4.46,5.33,71,1,0
24,7.32,5.71,88,1,1
28,6.96,3.89,70,1,0
27,5.36,4.52,64,1,0
25,6.86,4.44,89,1,1
23,4.4,4.52,88,0,1
27,5.18,3.89,82,1,1
32,4.83,5.03,67,1,0
23,4.54,5.13,68,0,0
24,4.36,4.08,84,0,1
25,3.46,3.76,61,0,0
24,3.46,4.79,71,0,0
24,5.7,4.29,61,0,0
24,6.73,4.13,81,0,1
35,4.88,5.49,71,1,0
25,5.46,3.44,86,0,1
28,4.8,4.64,96,1,1
27,4.09,5.07,48,0,0
27,5.48,5.33,71,1,0
25,4.3,5.72,78,0,1
31,5.72,5.71,88,1,1
28,4.67,5.68,67,1,0
25,3.62,4.2,54,0,0
